Id_Player,Kicks From Hand,Runs,Passes,Offloads,Clean Breaks,Defenders Beaten,Yellow Cards,Red Cards,Carries,Metres Made,Tackles,Tackle Success,Handling Errors,Turnovers
Rou-17,0,4,1,0,0,0,1,0,0,0,19,61%,0,0
Rou-18,0,10,2,0,0,1,0,0,7,30,12,63%,0,0
Rou-19,0,14,1,0,0,0,0,0,7,47,10,50%,0,0
Rou-20,0,25,6,0,1,2,0,0,14,104,35,72%,1,0
Rou-21,2,20,7,1,0,2,1,0,9,37,24,72%,1,0
Rou-22,0,10,2,0,0,1,0,0,4,13,24,82%,0,0
Rou-23,0,5,2,0,0,0,0,0,2,10,22,65%,0,0
Rou-24,0,5,1,0,0,0,0,0,2,3,28,80%,0,0
Rou-25,0,6,2,0,0,1,0,0,3,4,14,68%,1,0
Rou-26,1,13,14,0,0,1,0,0,8,23,51,75%,2,0
Rou-27,0,8,5,0,0,1,0,0,2,3,27,69%,0,0
Rou-28,0,3,2,1,0,0,0,0,2,4,8,43%,0,0
Rou-29,0,1,1,0,0,0,0,0,0,0,14,75%,0,0
Rou-30,0,5,1,0,0,0,0,0,2,2,2,50%,0,0
Rou-31,0,2,0,0,0,0,0,0,0,0,3,100%,0,0
Rou-32,0,9,3,0,0,2,0,0,7,26,30,79%,0,0
Rou-33,0,14,1,0,0,1,0,0,6,24,24,64%,2,0
Wal-1,17,15,39,2,0,1,0,0,4,87,26,75%,1,0
Wal-2,16,12,26,0,0,2,0,0,4,68,23,93%,3,0
Wal-3,10,13,31,2,0,1,0,0,4,32,9,72%,0,0
Wal-4,21,46,23,3,3,10,0,0,18,389,14,76%,4,0
Wal-5,2,7,5,0,0,0,0,0,2,50,2,67%,0,0
Wal-6,24,20,100,1,1,3,0,0,11,103,17,59%,4,0
Wal-7,36,21,177,2,1,2,0,0,13,107,23,75%,4,0
Wal-8,0,14,6,0,1,0,1,0,11,75,7,88%,1,0
Wal-9,0,12,5,1,1,1,0,0,6,77,7,84%,1,0
Wal-10,0,25,20,3,5,15,0,0,22,196,23,66%,1,0
Wal-11,1,40,47,5,1,6,0,0,20,123,47,78%,4,0
Wal-12,14,35,9,0,7,15,0,0,26,389,17,78%,2,0
Wal-13,2,23,11,4,1,11,0,0,14,181,14,45%,2,0
Wal-14,2,22,10,0,3,2,0,0,15,83,17,56.00000000000001%,2,0
Wal-15,0,13,3,1,0,2,0,0,7,22,30,87%,0,0
Wal-16,0,9,5,0,0,1,0,0,4,18,20,93%,0,0
Wal-17,0,31,4,1,0,2,0,0,12,54,32,94%,1,0
Wal-18,0,15,25,2,0,1,0,0,8,32,50,88%,1,0
Wal-19,3,29,26,2,2,8,0,0,17,90,61,81%,1,0
Wal-20,0,2,3,0,0,0,0,0,0,0,6,100%,0,0
Wal-21,0,8,9,2,0,0,0,0,2,3,42,81%,0,0
Wal-22,0,4,3,0,0,2,1,0,2,9,7,50%,0,0
Wal-23,0,8,5,1,1,2,0,0,7,35,16,100%,2,0
Wal-24,0,8,10,1,0,0,0,0,2,4,46,86%,2,0
Wal-25,0,10,9,1,0,1,0,0,5,13,37,70%,3,0
Wal-26,0,23,19,0,0,1,0,0,5,16,65,84%,2,0
Wal-27,0,6,1,0,0,0,0,0,3,4,19,89%,0,0
Wal-28,0,8,4,0,0,3,0,0,2,11,9,68%,0,0
Wal-29,0,12,8,1,0,1,0,0,4,10,49,79%,1,0
Wal-30,0,6,4,2,0,0,0,0,2,2,39,75%,1,0
Wal-31,0,9,4,1,0,0,1,0,5,10,14,95%,0,0
Wal-32,0,1,0,0,0,0,0,0,0,0,5,90%,0,0
Aus-1,21,20,26,0,0,4,0,0,6,96,9,41%,2,0
Aus-2,7,17,8,1,1,4,0,0,6,89,7,62%,1,0
Aus-3,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Aus-4,15,6,88,1,0,1,0,0,3,21,4,36%,0,0
Aus-5,17,15,137,4,0,1,0,0,8,36,12,63%,2,0
Aus-6,5,6,33,1,0,1,0,0,3,15,3,67%,0,0
Aus-7,2,9,6,0,1,1,0,0,5,65,8,46%,0,0
Aus-8,0,5,0,0,1,2,0,0,5,86,8,73%,0,0
Aus-9,0,32,15,3,2,6,1,0,21,132,14,49%,3,0
Aus-10,24,19,52,3,3,4,0,0,10,152,15,62%,2,0
Aus-11,11,39,18,6,3,11,0,0,21,287,9,55.00000000000001%,8,0
Aus-12,5,16,6,1,0,4,0,0,15,80,11,54%,0,0
Aus-13,7,29,10,1,1,6,0,0,14,168,18,50%,2,0
Aus-14,2,17,1,0,2,2,0,0,12,95,7,45%,1,0
Aus-15,0,1,0,0,0,0,1,0,0,0,13,88%,0,0
Aus-16,0,7,5,0,0,0,0,0,6,6,26,78%,0,0
Aus-17,0,2,0,0,0,0,0,0,2,9,1,100%,0,0
Aus-18,0,41,11,2,1,5,0,0,23,167,36,86%,1,0
Aus-19,0,2,1,0,0,0,0,0,1,2,0,0%,0,0
Aus-20,0,23,7,0,0,3,0,0,11,87,48,80%,1,0
Aus-21,0,1,0,0,0,0,0,0,0,0,1,100%,1,0
Aus-22,0,11,5,0,1,1,0,0,6,43,20,63%,0,0
Aus-23,0,20,10,2,2,5,0,0,17,84,38,92%,3,0
Aus-24,0,19,21,2,0,3,0,0,9,50,16,74%,3,0
Aus-25,0,0,0,0,0,0,0,0,0,0,3,50%,0,0
Aus-26,0,13,11,1,2,1,0,0,7,22,29,71%,0,0
Aus-27,0,10,5,0,0,1,0,0,5,14,4,56.99999999999999%,0,0
Aus-28,0,5,0,0,0,1,0,0,2,4,9,82%,1,0
Aus-29,0,8,4,0,1,0,0,0,4,20,3,75%,0,0
Aus-30,0,1,1,1,0,0,0,0,0,2,15,65%,0,0
Aus-31,0,2,1,0,0,0,0,0,2,4,2,50%,1,0
Aus-32,0,15,3,1,0,1,0,0,6,11,14,82%,0,0
Aus-33,0,32,4,1,0,9,0,0,17,72,28,89%,1,0
Fij-1,20,45,13,1,1,7,0,0,17,321,9,56.00000000000001%,3,0
Fij-2,33,13,221,2,1,2,0,0,7,88,15,53%,0,0
Fij-3,7,45,11,4,4,14,0,0,34,267,18,49%,5,0
Fij-4,17,12,172,1,0,3,0,0,5,36,15,65%,2,0
Fij-5,1,0,1,0,0,0,0,0,0,0,2,100%,0,0
Fij-6,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Fij-7,7,28,35,2,0,4,0,0,10,125,10,56.00000000000001%,5,0
Fij-8,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Fij-9,1,42,21,6,4,15,1,0,17,259,13,88%,5,0
Fij-10,0,4,2,1,0,2,0,0,2,12,3,38%,0,0
Fij-11,6,12,62,0,0,2,0,0,4,23,6,71%,1,0
Fij-12,3,21,3,1,3,15,0,0,10,213,10,38%,2,0
Fij-13,4,55,34,3,2,14,1,0,29,175,31,68%,4,0
Fij-14,0,4,2,0,0,2,0,0,3,36,4,100%,1,0
Fij-15,2,28,5,1,4,13,1,0,19,229,14,47%,7,0
Fij-16,5,21,9,1,1,4,0,0,12,132,10,56.00000000000001%,0,0
Fij-17,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Fij-18,0,25,8,1,2,5,0,0,15,74,17,73%,1,0
Fij-19,0,26,23,4,0,2,0,0,10,18,26,71%,0,0
Fij-20,0,53,23,2,1,4,0,0,22,181,32,81%,3,0
Fij-21,0,2,0,0,0,1,0,0,0,0,0,0%,0,0
Fij-22,3,36,29,5,1,7,1,0,18,74,43,84%,3,0
Fij-23,0,28,15,4,0,5,1,0,15,84,26,71%,3,0
Fij-24,1,9,11,0,0,2,0,0,3,12,8,68%,0,0
Fij-25,0,21,7,0,0,2,0,0,13,36,30,82%,2,0
Fij-26,0,14,2,0,0,0,0,0,7,23,10,68%,2,0
Fij-27,1,31,28,1,1,1,0,0,14,58,40,73%,5,0
Fij-28,0,23,6,0,1,1,0,0,8,35,26,71%,1,0
Fij-29,0,18,4,1,0,0,0,0,8,25,29,76%,4,0
Fij-30,0,12,2,0,0,0,0,0,7,17,11,75%,1,0
Fij-31,0,30,12,2,1,8,0,0,16,62,25,63%,3,0
Fij-32,0,3,1,0,0,0,0,0,1,1,1,50%,0,0
Fij-33,1,29,6,1,1,5,0,0,16,65,15,71%,0,0
Geo-1,6,8,30,0,0,1,0,0,5,31,11,100%,0,0
Geo-2,18,27,53,6,1,12,0,0,9,215,38,88%,1,0
Geo-3,34,52,39,7,8,22,1,0,24,425,11,48%,4,0
Geo-4,6,11,2,0,0,1,0,0,4,74,0,0%,1,0
Geo-5,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Geo-6,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Geo-7,32,20,140,0,1,6,0,0,10,62,18,70%,1,0
Geo-8,13,12,96,2,2,2,0,0,7,62,18,87%,3,0
Geo-9,2,26,17,1,0,1,0,0,13,40,26,82%,1,0
Geo-10,0,9,5,1,0,1,0,0,6,69,17,28.999999999999996%,2,0
Geo-11,0,2,2,0,1,1,0,0,1,24,2,100%,1,0
Geo-12,1,19,27,5,0,4,0,0,14,101,25,70%,3,0
Geo-13,3,22,15,3,5,6,0,0,14,186,21,64%,3,0
Geo-14,1,3,3,0,0,2,0,0,1,38,3,75%,0,0
Geo-15,0,12,4,0,1,0,0,0,5,21,22,64%,0,0
Geo-16,0,4,2,0,0,0,0,0,2,7,3,75%,0,0
Geo-17,0,2,4,0,0,0,0,0,1,6,12,80%,1,0
Geo-18,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Geo-19,0,43,13,1,1,7,0,0,22,151,62,94%,4,0
Geo-20,0,26,9,0,0,2,0,0,18,58,34,78%,0,0
Geo-21,0,6,5,0,0,1,0,0,4,22,13,78%,0,0
Geo-22,0,1,1,0,0,0,0,0,0,0,4,83%,0,0
Geo-23,0,12,6,2,0,3,0,0,7,47,38,83%,2,0
Geo-24,0,16,0,0,0,1,0,0,8,26,35,91%,1,0
Geo-25,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Geo-26,0,6,5,1,0,0,0,0,3,14,5,36%,0,0
Geo-27,0,9,6,0,0,2,0,0,5,13,40,93%,0,0
Geo-28,0,7,1,0,0,0,0,0,4,3,11,85%,0,0
Geo-29,0,2,0,0,0,0,0,0,0,0,6,100%,0,0
Geo-30,0,20,8,0,0,2,0,0,11,26,25,78%,0,0
Geo-31,0,5,0,0,0,1,0,0,1,7,16,96%,0,0
Geo-32,0,12,0,0,0,0,0,0,7,29,18,84%,1,0
Geo-33,0,7,1,0,0,0,0,0,3,8,13,95%,0,0
Por-1,21,33,96,3,2,3,0,0,10,145,18,51%,2,0
Por-2,0,5,6,0,0,0,0,0,2,6,1,25%,2,0
Por-3,7,18,9,2,2,4,0,0,7,166,6,90%,2,0
Por-4,18,38,29,3,3,13,0,0,17,289,2,42%,2,0
Por-5,0,0,10,0,0,0,0,0,0,0,5,42%,0,0
Por-6,3,0,20,0,0,0,0,0,0,0,4,100%,0,0
Por-7,45,24,240,3,1,1,0,0,12,55,15,59%,2,0
Por-8,3,28,18,3,3,3,1,0,13,108,28,67%,3,0
Por-9,3,11,17,2,0,1,0,0,3,18,19,75%,1,0
Por-10,1,23,42,0,1,4,0,0,12,84,36,79%,2,0
Por-11,4,33,12,2,8,23,0,0,18,244,18,54%,2,0
Por-12,6,37,17,0,5,19,0,0,23,320,26,67%,1,0
Por-13,0,9,6,0,0,0,0,1,5,69,6,34%,1,0
Por-14,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Por-15,1,19,12,4,0,0,0,0,12,38,33,73%,4,0
Por-16,0,3,0,0,0,0,0,0,3,4,1,50%,0,0
Por-17,0,2,1,0,0,0,0,0,2,4,4,88%,0,0
Por-18,0,17,1,1,0,2,0,0,8,28,13,75%,2,0
Por-19,0,13,5,0,1,2,0,0,4,32,20,94%,0,0
Por-20,2,29,16,5,1,0,0,0,16,60,35,88%,1,0
Por-21,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Por-22,1,12,3,1,0,0,0,0,6,22,43,83%,0,0
Por-23,0,28,29,5,4,6,0,0,22,196,63,88%,8,0
Por-24,0,1,0,0,0,0,0,0,1,3,0,0%,0,0
Por-25,1,4,4,0,0,0,0,0,0,0,21,79%,1,0
Por-26,0,18,21,2,0,1,0,0,8,18,36,80%,3,0
Por-27,0,26,10,0,0,3,0,0,8,26,51,84%,0,0
Por-28,0,11,7,1,0,3,1,0,4,9,31,71%,0,0
Por-29,0,9,8,0,0,0,0,0,1,3,20,62%,0,0
Por-30,1,5,0,0,0,0,0,0,0,0,11,95%,0,0
Por-31,0,1,0,0,0,0,0,0,0,0,2,100%,0,0
Por-32,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Por-33,0,16,1,0,0,0,0,0,4,11,24,72%,0,0
Eng-1,64,27,176,2,1,4,0,0,14,96,18,49%,4,0
Eng-2,16,7,80,0,0,2,0,0,3,30,8,63%,1,0
Eng-3,20,12,114,0,1,3,0,0,9,47,16,61%,1,0
Eng-4,1,25,6,3,2,14,0,0,13,177,17,56.00000000000001%,2,0
Eng-5,44,29,84,1,0,1,0,0,17,122,43,87%,1,0
Eng-6,2,8,10,1,1,0,0,0,6,66,4,67%,3,0
Eng-7,0,20,8,2,1,13,0,0,11,79,17,87%,2,0
Eng-8,5,26,15,0,0,7,0,0,17,150,30,59%,3,0
Eng-9,17,39,35,4,4,15,0,0,20,241,9,36%,0,0
Eng-10,0,24,6,0,2,7,0,0,19,134,36,79%,1,0
Eng-11,4,10,2,0,6,1,0,0,8,94,3,45%,1,0
Eng-12,15,46,18,1,3,6,0,0,14,202,5,37%,2,0
Eng-13,12,27,30,3,3,5,0,0,16,175,20,87%,3,0
Eng-14,0,7,0,0,1,1,0,0,4,28,24,92%,0,0
Eng-15,46,22,74,1,0,2,0,0,9,138,17,60%,1,0
Eng-16,0,3,1,0,0,0,0,0,2,9,5,100%,0,0
Eng-17,0,17,4,0,1,3,0,0,12,46,14,39%,0,0
Eng-18,2,20,19,0,0,1,0,0,11,47,54,88%,2,0
Eng-19,0,9,7,1,0,2,0,0,6,11,9,94%,0,0
Eng-20,0,18,1,0,1,3,0,0,8,73,24,74%,2,0
Eng-21,0,18,17,0,0,0,0,0,5,26,16,87%,2,0
Eng-22,3,64,44,0,7,24,0,0,39,337,80,83%,4,0
Eng-23,0,11,9,1,0,0,0,1,7,30,58,78%,1,0
Eng-24,0,37,22,2,2,10,0,0,11,133,30,72%,1,0
Eng-25,0,37,19,2,2,4,0,0,14,116,61,77%,5,0
Eng-26,0,17,9,0,0,1,0,0,10,64,52,72%,3,0
Eng-27,0,21,7,0,0,2,0,0,9,24,31,64%,1,0
Eng-28,0,9,2,0,0,0,0,0,1,6,24,97%,1,0
Eng-29,0,3,0,0,0,0,0,0,0,0,36,92%,0,0
Eng-30,0,5,1,0,0,1,0,0,3,7,19,90%,0,0
Eng-31,0,36,9,2,0,10,0,0,17,80,28,59%,2,0
Eng-32,0,18,10,0,0,0,0,0,7,21,20,72%,0,0
Eng-33,0,22,4,0,0,1,0,0,8,31,23,78%,0,0
Jpn-1,23,13,56,0,1,1,0,0,11,62,29,68%,0,0
Jpn-2,1,0,0,0,0,0,0,0,0,0,1,50%,0,0
Jpn-3,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Jpn-4,1,3,1,0,0,1,0,0,1,3,0,0%,0,0
Jpn-5,6,31,15,1,3,14,0,0,18,284,16,54%,2,0
Jpn-6,18,12,153,0,0,0,0,0,7,17,16,56.00000000000001%,1,0
Jpn-7,22,4,90,0,0,0,0,0,2,9,7,78%,0,0
Jpn-8,1,0,1,0,0,0,0,0,0,0,1,33%,0,0
Jpn-9,2,22,15,4,1,4,1,0,16,171,20,57.99999999999999%,4,0
Jpn-10,0,8,3,1,1,3,0,0,5,37,6,65%,3,0
Jpn-11,0,13,27,1,2,5,0,0,8,42,28,69%,1,0
Jpn-12,21,28,10,0,3,11,0,0,18,248,9,44%,2,0
Jpn-13,0,12,9,1,2,6,0,0,6,71,6,60%,0,0
Jpn-14,2,25,8,2,2,5,0,0,15,135,12,69%,1,0
Jpn-15,0,12,11,1,0,1,1,0,4,13,47,89%,2,0
Jpn-16,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Jpn-17,0,4,9,0,0,0,0,0,1,3,23,75%,1,0
Jpn-18,0,35,11,2,0,8,0,0,20,72,49,91%,3,0
Jpn-19,0,13,6,1,0,4,1,0,11,40,51,89%,0,0
Jpn-20,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Jpn-21,1,27,22,1,3,5,0,0,18,97,59,89%,0,0
Jpn-22,0,2,0,0,0,0,0,0,0,6,1,100%,0,0
Jpn-23,0,1,1,0,0,0,0,0,0,0,20,80%,1,0
Jpn-24,0,14,19,0,1,0,0,0,9,41,57,93%,2,0
Jpn-25,2,22,6,0,3,6,0,0,9,77,47,82%,2,0
Jpn-26,0,5,2,0,0,2,0,0,3,13,14,97%,0,0
Jpn-27,0,6,3,2,0,2,0,0,5,8,18,77%,1,0
Jpn-28,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Jpn-29,0,9,4,0,0,1,0,0,3,5,48,92%,1,0
Jpn-30,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
Jpn-31,0,14,8,1,0,0,0,0,3,13,22,82%,1,0
Jpn-32,0,8,4,1,0,1,0,0,2,9,29,85%,1,0
Jpn-33,0,8,1,0,0,0,0,0,4,8,28,89%,0,0
Arg-1,53,63,98,0,3,13,1,0,17,278,20,49%,4,0
Arg-2,24,19,50,3,2,12,0,0,12,122,7,71%,1,0
Arg-3,4,10,4,1,3,4,0,0,7,127,3,60%,0,0
Arg-4,24,67,58,8,4,10,0,0,26,382,14,63%,5,0
Arg-5,8,12,181,1,0,3,0,0,6,23,15,56.00000000000001%,1,0
Arg-6,18,14,240,0,0,3,0,0,5,42,24,85%,3,0
Arg-7,13,29,142,3,0,8,0,0,14,85,27,67%,3,0
Arg-8,6,19,15,4,0,3,0,0,14,87,12,50%,3,0
Arg-9,1,15,19,1,2,3,0,0,7,71,17,91%,0,0
Arg-10,2,27,20,3,1,5,0,0,15,133,30,64%,2,0
Arg-11,11,40,17,2,2,4,0,0,20,142,32,79%,4,0
Arg-12,0,59,15,1,0,3,0,0,32,91,92,83%,5,0
Arg-13,0,28,40,1,1,2,0,0,6,48,40,85%,3,0
Arg-14,0,18,7,0,0,2,0,0,5,14,25,86%,2,0
Arg-15,0,9,3,0,0,5,0,0,7,48,6,86%,0,0
Arg-16,7,51,23,2,7,12,0,0,27,280,15,54%,6,0
Arg-17,2,45,4,1,8,33,0,0,28,339,33,89%,7,0
Arg-18,0,8,3,1,2,4,1,0,6,71,5,71%,0,0
Arg-19,0,4,0,0,0,0,0,0,2,12,3,100%,1,0
Arg-20,0,42,17,1,1,7,0,0,24,61,59,88%,0,0
Arg-21,0,16,8,0,1,4,0,0,10,37,11,54%,1,0
Arg-22,0,51,25,2,3,13,0,0,28,202,29,73%,3,0
Arg-23,0,1,0,0,0,0,0,0,1,1,5,83%,0,0
Arg-24,0,38,33,3,4,15,0,0,25,195,58,83%,6,0
Arg-25,0,21,12,1,0,3,0,0,12,53,18,91%,0,0
Arg-26,1,34,5,0,0,0,0,0,17,50,23,93%,1,0
Arg-27,0,23,8,0,0,0,0,0,8,24,29,77%,4,0
Arg-28,0,56,12,2,0,25,0,0,28,106,48,82%,2,0
Arg-29,0,18,1,0,0,0,0,0,10,26,8,45%,2,0
Arg-30,0,1,0,0,0,0,0,0,1,3,1,50%,0,0
Arg-31,0,20,2,1,0,0,0,0,8,28,28,93%,2,0
Arg-32,0,32,7,0,0,2,0,0,18,46,29,73%,1,0
Sam-1,6,19,12,1,0,2,0,0,11,105,14,85%,1,0
Sam-2,2,7,37,2,1,3,0,0,2,22,4,50%,0,0
Sam-3,10,9,152,0,0,0,1,0,6,12,29,71%,1,0
Sam-4,0,1,9,0,0,0,1,0,1,4,1,100%,0,0
Sam-5,1,8,6,0,3,1,1,0,6,56,14,64%,1,0
Sam-6,25,17,53,0,1,1,0,0,11,52,12,64%,1,0
Sam-7,2,6,2,0,0,1,0,0,3,7,5,57.99999999999999%,2,0
Sam-8,13,14,29,1,2,1,0,0,7,54,5,36%,2,0
Sam-9,7,33,15,1,3,8,1,0,21,132,17,53%,4,0
Sam-10,11,40,24,8,1,13,1,0,17,287,13,48%,3,0
